parent_symbol,child_symbol,beta,PIP,LFSR
SETDB1,AIRE,-0.0051458920075141,0.0,0.0
SON,AIRE,0.00334749385101999,0.0,0.0465
SP110,AIRE,0.00560281608153233,0.0,0.312
SREBF1,AIRE,0.0130605260482294,0.0,0.0
STAT1,AIRE,0.00442998740594549,0.0,0.0
STAT2,AIRE,0.00536687700063066,0.0,0.0
STAT3,AIRE,0.0028513440680626,0.0,0.0005
STAT5A,AIRE,0.00387066560553283,0.0,0.0
STAT5B,AIRE,0.00501217452956176,0.0,0.0
TBX21,AIRE,-0.00776643690176878,0.0,0.0
TCF3,AIRE,-0.00823557425516735,0.0,0.0
TET2,AIRE,0.00662355377497629,0.0,0.0005
TNFAIP3,AIRE,0.0216754973037563,0.0,0.0
TP53,AIRE,-0.00227970989725882,0.0,0.327
TTF1,AIRE,0.0016715078698719,0.0,0.0005
YBX1,AIRE,0.00437371855641113,0.0,0.0
YBX3,AIRE,0.0043312647470012,0.0,0.046
YY1,AIRE,0.00676362178437431,0.0,0.0005
ZBTB14,AIRE,-0.00181612925115194,0.0,0.0005
ZBTB24,AIRE,-0.00415917329736704,0.0,0.0
ZFP3,AIRE,-0.000177885953687993,0.0,0.3695
ZKSCAN1,AIRE,-0.00226684061545811,0.0,0.0465
ZNF217,AIRE,0.0109385256957783,0.0,0.0
ZNF319,AIRE,-0.000460713426181627,0.0,0.3615
ZNF329,AIRE,0.00587423875309971,0.0,0.0
ZNF331,AIRE,0.00737970857945357,0.0,0.0
ZNF341,AIRE,0.00483479260347963,0.0,0.0
ZNF575,AIRE,-0.00344586329259453,0.0,0.0
ZNF655,AIRE,-0.000569353577092094,0.0,0.318
ZNF708,AIRE,0.00644988178629364,0.0,0.0
ZNF791,AIRE,-0.00281757677616695,0.0,0.0
AIRE,AKAP8,-0.000686526481637316,0.0,0.3645
ARID5A,AKAP8,0.00665837171670383,0.0,0.0
ATMIN,AKAP8,-0.00488822135467854,0.0,0.0
ATXN7L3,AKAP8,0.00554222808392823,0.0,0.0
BACH2,AKAP8,0.00875365872408325,0.0,0.0
BCL11B,AKAP8,-0.0040616049469139,0.0,0.046
BPTF,AKAP8,-0.00409732767183786,0.0,0.0
CBFB,AKAP8,0.00169123997109771,0.0,0.312
CLOCK,AKAP8,0.00505879878393425,0.0,0.0
DR1,AKAP8,0.000468346108098617,0.0,0.373
EGR3,AKAP8,0.0105643519218212,0.0,0.0
ELK4,AKAP8,-0.0002879305071494,0.0,0.364
EPAS1,AKAP8,-0.0118766627382299,0.0,0.0
ETS1,AKAP8,-0.000700890067050375,0.0,0.3615
FOXK1,AKAP8,-0.00307253243750351,0.0,0.3155
FOXP1,AKAP8,0.0146306880765177,0.0,0.0
FOXP3,AKAP8,0.0076433177758572,0.0,0.0
GATA3,AKAP8,-0.00586102800163665,0.0,0.0
GFI1,AKAP8,-0.00896207252769211,0.0,0.0
HIVEP2,AKAP8,9.6377173878187e-05,0.0,0.312
HIVEP3,AKAP8,-0.00443357328705356,0.0,0.0
