parent_symbol,child_symbol,beta,PIP,LFSR
ZKSCAN1,HIVEP2,0.00304026317937228,0.0,0.0005
ZNF217,HIVEP2,-0.00801197534057709,0.0,0.0
ZNF319,HIVEP2,-0.00291670149150081,0.0,0.003
ZNF329,HIVEP2,0.00541211132985355,0.0,0.0
ZNF331,HIVEP2,0.00562633931944066,0.0,0.0
ZNF341,HIVEP2,0.0108691876734097,0.0,0.0
ZNF575,HIVEP2,0.00565679389773948,0.0,0.0005
ZNF655,HIVEP2,0.00193982201261349,0.0,0.3265
ZNF708,HIVEP2,0.00136697051846872,0.0,0.318
ZNF791,HIVEP2,0.000160781782393572,0.0,0.364
AIRE,HIVEP3,-0.0069346205899048,0.0,0.0
AKAP8,HIVEP3,-0.00187961045051853,0.0,0.3125
ARID5A,HIVEP3,-0.00559010764584827,0.0,0.0005
ATMIN,HIVEP3,-0.0072014844154226,0.0,0.0
ATXN7L3,HIVEP3,0.0148940006830605,0.0,0.0
BACH2,HIVEP3,-0.00426751383172142,0.0,0.0
BCL11B,HIVEP3,0.0180234731152609,0.0,0.0
BPTF,HIVEP3,-0.00210696064484939,0.0,0.0
CBFB,HIVEP3,-0.00656772044674169,0.0,0.0
CLOCK,HIVEP3,0.00839728704138655,0.0,0.0
DR1,HIVEP3,-0.00358448774766404,0.0,0.312
EGR3,HIVEP3,0.0136357257379861,0.0,0.0
ELK4,HIVEP3,0.0108869735945542,0.0,0.0
EPAS1,HIVEP3,0.0105089479725709,0.0,0.0
ETS1,HIVEP3,-0.0456451765640335,0.315,0.0
FOXK1,HIVEP3,0.0184574913216545,0.0,0.0
FOXP1,HIVEP3,-0.00344977460721689,0.0,0.361
FOXP3,HIVEP3,0.00729798161512203,0.0,0.0
GATA3,HIVEP3,0.0187630115547437,0.0,0.0
GFI1,HIVEP3,0.00501570967015416,0.0,0.0
HIVEP2,HIVEP3,0.00154349013666317,0.0,0.315
IKZF1,HIVEP3,-0.00770085310135523,0.0,0.0
IL2RA,HIVEP3,-0.00600186289716884,0.0,0.0
IRF1,HIVEP3,-0.000503163951078357,0.0,0.358
IRF2,HIVEP3,-7.10551027573782e-05,0.0,0.3725
IRF3,HIVEP3,0.000363478847444594,0.0,0.327
IRF4,HIVEP3,0.027961135124896,0.0,0.0
IRF7,HIVEP3,0.0117458415667912,0.0,0.0
IRF8,HIVEP3,0.011808049953278,0.0,0.0
IRF9,HIVEP3,0.00232673093580511,0.0,0.0
JAK3,HIVEP3,-0.00244488882450512,0.0,0.315
KLF2,HIVEP3,0.067205881924537,1.0,0.0
KLF9,HIVEP3,0.00629205591694693,0.0,0.0
KMT2A,HIVEP3,-0.0260269353845086,0.0,0.0
LCOR,HIVEP3,0.00515293175866574,0.0,0.0
MBD2,HIVEP3,0.0102491159776472,0.0,0.0
MED12,HIVEP3,0.0447136662130045,0.0,0.0
MYB,HIVEP3,-0.0111213670341946,0.0,0.0
MYSM1,HIVEP3,-0.00511204783858044,0.0,0.0
NFAT5,HIVEP3,-0.00374608112946558,0.0,0.0
NFE2L2,HIVEP3,0.0109370933828251,0.0,0.0
NFE2L3,HIVEP3,0.00726179011162517,0.0,0.0
NFKB1,HIVEP3,-0.0165995939194379,0.0,0.0
NFKB2,HIVEP3,0.0128494158407301,0.0,0.0
POU2F1,HIVEP3,0.00910894897354282,0.0,0.0
PTEN,HIVEP3,-0.00300743879805555,0.0,0.0005
RBCK1,HIVEP3,0.0105197055939441,0.0,0.0
REL,HIVEP3,-0.00232927322916345,0.0,0.3155
RELA,HIVEP3,0.00270033972335379,0.0,0.327
RELB,HIVEP3,0.00472119077622799,0.0,0.0
RFX5,HIVEP3,0.00679316359511925,0.0,0.0
RORC,HIVEP3,0.0187455730367164,0.0,0.0
SETDB1,HIVEP3,0.0120308685629692,0.0,0.0
SON,HIVEP3,-0.00116208207573876,0.0,0.3235
SP110,HIVEP3,0.00722619136762999,0.0,0.0
SREBF1,HIVEP3,-0.0104973705222654,0.0,0.0
STAT1,HIVEP3,-0.00287809011646649,0.0,0.318
STAT2,HIVEP3,0.0141569865611588,0.0,0.0
STAT3,HIVEP3,0.014174920306,0.0,0.0
STAT5A,HIVEP3,-0.0216966483276279,0.0,0.0
STAT5B,HIVEP3,-0.0383543966896459,0.0,0.0
TBX21,HIVEP3,0.00365547183178406,0.0,0.0005
TCF3,HIVEP3,0.00994733441352534,0.0,0.0
TET2,HIVEP3,0.0126835733140038,0.0,0.0
TNFAIP3,HIVEP3,0.0101598236700035,0.0,0.0
TP53,HIVEP3,-0.00510845538292304,0.0,0.0
TTF1,HIVEP3,-0.00551443864450919,0.0,0.0
YBX1,HIVEP3,0.0164229574915444,0.0,0.0
YBX3,HIVEP3,-0.00148087920981634,0.0,0.3155
YY1,HIVEP3,0.00683155297708509,0.0,0.0
ZBTB14,HIVEP3,0.0134923367082442,0.0,0.0
ZBTB24,HIVEP3,-0.00376378734573527,0.0,0.312
ZFP3,HIVEP3,-0.00346936350819125,0.0,0.0
ZKSCAN1,HIVEP3,-0.00218547550993362,0.0,0.315
ZNF217,HIVEP3,0.0113088967092171,0.0,0.0
ZNF319,HIVEP3,-0.0121487986158175,0.0,0.0
ZNF329,HIVEP3,0.00559681567065511,0.0,0.046
ZNF331,HIVEP3,-0.00748837002310734,0.0,0.0
ZNF341,HIVEP3,0.00079864275686456,0.0,0.312
ZNF575,HIVEP3,-0.000167964878394723,0.0,0.3645
ZNF655,HIVEP3,-0.00350128498575659,0.0,0.0
ZNF708,HIVEP3,0.008858601608558,0.0,0.0
ZNF791,HIVEP3,0.00109505287406886,0.0,0.358
AIRE,IKZF1,-0.00412135883645429,0.0,0.0
AKAP8,IKZF1,-0.000123585228812282,0.0,0.37
ARID5A,IKZF1,-0.00151101385398645,0.0,0.3235
ATMIN,IKZF1,0.00687664657862219,0.0,0.0
ATXN7L3,IKZF1,0.0253070211635738,0.0,0.0
BACH2,IKZF1,0.0246634572428204,0.0,0.0
BCL11B,IKZF1,0.00483756920655142,0.0,0.003
BPTF,IKZF1,0.0181341427096915,0.0,0.0
CBFB,IKZF1,0.0316478344861057,0.0,0.0
CLOCK,IKZF1,-0.00370891710610968,0.0,0.0005
DR1,IKZF1,0.0235263943827271,0.0,0.0
EGR3,IKZF1,0.0205672214007827,0.0,0.0
ELK4,IKZF1,0.000413077160405582,0.0,0.3585
EPAS1,IKZF1,0.0067032064548846,0.0,0.0
ETS1,IKZF1,-0.0128142272856213,0.0,0.0
FOXK1,IKZF1,0.0163317902917456,0.0,0.0
FOXP1,IKZF1,-0.0082251029181442,0.0,0.0
FOXP3,IKZF1,0.00605725470554196,0.0,0.0005
GATA3,IKZF1,0.0207747178979939,0.0,0.0
GFI1,IKZF1,0.00398698576081837,0.0,0.0
HIVEP2,IKZF1,0.00447012422901595,0.0,0.3235
HIVEP3,IKZF1,-0.00628798411951221,0.0,0.0
IL2RA,IKZF1,-0.0146278196142763,0.0,0.0
IRF1,IKZF1,-0.0017428964501912,0.0,0.003
IRF2,IKZF1,0.00169791590783552,0.0,0.315
IRF3,IKZF1,-0.00468390446791322,0.0,0.0
IRF4,IKZF1,-0.0374544844244717,0.0,0.0
IRF7,IKZF1,0.00819252574999372,0.0,0.0
IRF8,IKZF1,0.0175536375820179,0.0,0.0
IRF9,IKZF1,-0.00298948090361494,0.0,0.049
JAK3,IKZF1,-0.00268971128317193,0.0,0.0
KLF2,IKZF1,0.025941652609058,0.0,0.0
KLF9,IKZF1,0.0141251543823316,0.0,0.0
KMT2A,IKZF1,-0.0191286069757499,0.0,0.0
LCOR,IKZF1,0.0150665866822169,0.0,0.0
MBD2,IKZF1,-0.00415231894153501,0.0,0.0
MED12,IKZF1,0.0842936537309388,1.0,0.0
MYB,IKZF1,0.00654788791624923,0.0,0.0
MYSM1,IKZF1,-0.00422572817660187,0.0,0.046
NFAT5,IKZF1,-0.00185515371499745,0.0,0.3235
NFE2L2,IKZF1,0.0095701439981426,0.0,0.0
NFE2L3,IKZF1,0.0132627788297553,0.0,0.0
NFKB1,IKZF1,-0.00392939966336329,0.0,0.046
NFKB2,IKZF1,0.0332180180575008,0.0,0.0
POU2F1,IKZF1,0.00694522269163117,0.0,0.0
PTEN,IKZF1,0.00109463610762557,0.0,0.312
RBCK1,IKZF1,0.0107172379575735,0.0,0.0
REL,IKZF1,0.00396477475200335,0.0,0.0
RELA,IKZF1,-0.00296312025976782,0.0,0.3235
RELB,IKZF1,0.00831488136013015,0.0,0.0
RFX5,IKZF1,0.00629245209027521,0.0,0.0
RORC,IKZF1,0.00123269421543386,0.0,0.3615
SETDB1,IKZF1,0.00819740735909888,0.0,0.0
SON,IKZF1,-0.000144577533843536,0.0,0.373
SP110,IKZF1,0.012527856514358,0.0,0.0
SREBF1,IKZF1,0.000336699848542333,0.0,0.3725
STAT1,IKZF1,0.0149026366654774,0.0,0.0
STAT2,IKZF1,0.0177263656767703,0.0,0.0
STAT3,IKZF1,0.0203120179477113,0.0,0.0
STAT5A,IKZF1,-0.00708061947143836,0.0,0.0
STAT5B,IKZF1,-0.00655967206711342,0.0,0.0
TBX21,IKZF1,-0.0145524628650095,0.0,0.0
TCF3,IKZF1,0.00375621872098512,0.0,0.358
TET2,IKZF1,0.00334995583882452,0.0,0.3125
TNFAIP3,IKZF1,0.0311449586318421,0.0,0.0
TP53,IKZF1,0.00873704352457369,0.0,0.0
TTF1,IKZF1,-0.000984612670268422,0.0,0.3615
YBX1,IKZF1,-0.00997055855227504,0.0,0.0
YBX3,IKZF1,0.000322007662263843,0.0,0.315
YY1,IKZF1,-0.000982154453387749,0.0,0.361
ZBTB14,IKZF1,0.0108927987331867,0.0,0.0
ZBTB24,IKZF1,-6.28940980730766e-05,0.0,0.315
ZFP3,IKZF1,-0.003073941146065,0.0,0.003
ZKSCAN1,IKZF1,0.000559727119429856,0.0,0.315
ZNF217,IKZF1,-0.00305008947928796,0.0,0.3235
ZNF319,IKZF1,-0.0057464628063836,0.0,0.315
ZNF329,IKZF1,0.0072069339400097,0.0,0.0
ZNF331,IKZF1,0.0178367601657657,0.0,0.0
ZNF341,IKZF1,0.00481234468129206,0.0,0.0
ZNF575,IKZF1,-0.000501745764719602,0.0,0.3695
ZNF655,IKZF1,0.00367436263634991,0.0,0.0
ZNF708,IKZF1,0.00287463726587115,0.0,0.0
ZNF791,IKZF1,-0.00560047753017862,0.0,0.0
AIRE,IL2RA,0.0246354423398545,0.0,0.0
AKAP8,IL2RA,0.000438338719117698,0.0,0.3615
ARID5A,IL2RA,0.00382433222841787,0.0,0.0005
ATMIN,IL2RA,-0.000366173680447706,0.0,0.3725
ATXN7L3,IL2RA,-0.0293158119141863,0.0,0.0
BACH2,IL2RA,0.0157680258217209,0.0,0.0
BCL11B,IL2RA,0.0224593530078395,0.0,0.0
BPTF,IL2RA,-0.00208341766010014,0.0,0.003
CBFB,IL2RA,-0.0920390689500852,1.0,0.0
CLOCK,IL2RA,-0.00135227155528276,0.0,0.046
DR1,IL2RA,-0.01188215815765,0.0,0.0
EGR3,IL2RA,0.00237898270994315,0.0,0.0
ELK4,IL2RA,-0.00159700103723572,0.0,0.3265
EPAS1,IL2RA,0.0129301970280676,0.0,0.0
ETS1,IL2RA,0.0266439586505887,0.0,0.0
FOXK1,IL2RA,-0.0350482435378537,0.0,0.0
FOXP1,IL2RA,0.0367149360871196,0.0,0.0
FOXP3,IL2RA,-0.00563050434918255,0.0,0.0
GATA3,IL2RA,0.0385996125852861,0.0,0.0
GFI1,IL2RA,0.00138959379807447,0.0,0.315
HIVEP2,IL2RA,-0.0232755555425476,0.0,0.0
HIVEP3,IL2RA,0.00330778715764325,0.0,0.0005
IKZF1,IL2RA,0.00542118244331896,0.0,0.049
IRF1,IL2RA,-0.0146242600697982,0.0,0.0
IRF2,IL2RA,-0.0125587855808305,0.0,0.0
IRF3,IL2RA,0.00923642671017107,0.0,0.0
IRF4,IL2RA,0.0628093588511292,1.0,0.0
IRF7,IL2RA,-0.00134787345332536,0.0,0.3615
IRF8,IL2RA,-0.00192890028208481,0.0,0.315
IRF9,IL2RA,-0.00269224334840993,0.0,0.0
JAK3,IL2RA,0.0387971463086582,0.0,0.0
KLF2,IL2RA,-0.0988805927146097,1.0,0.0
KLF9,IL2RA,0.00490508642332879,0.0,0.0
KMT2A,IL2RA,0.0421228502035833,0.0,0.0
LCOR,IL2RA,-0.00444781330234475,0.0,0.0005
MBD2,IL2RA,0.0137163258929459,0.0,0.0
MED12,IL2RA,0.000652102792976634,0.0,0.37
MYB,IL2RA,-0.0147716875904973,0.0,0.0
MYSM1,IL2RA,0.0149343547225563,0.0,0.0
NFAT5,IL2RA,0.0169565441434909,0.0,0.0
NFE2L2,IL2RA,-7.36366630324469e-05,0.0,0.3645
NFE2L3,IL2RA,0.00662969409789505,0.0,0.046
NFKB1,IL2RA,0.0128828874638325,0.0,0.0
NFKB2,IL2RA,-0.015472882394268,0.0,0.0
POU2F1,IL2RA,-0.00451821503855873,0.0,0.3235
PTEN,IL2RA,0.0269828034292708,0.0,0.0
RBCK1,IL2RA,0.0129790186575117,0.0,0.0
REL,IL2RA,0.0133559089040583,0.0,0.0
RELA,IL2RA,0.0199563068961014,0.0,0.0
RELB,IL2RA,-0.0177911472392042,0.0,0.0
RFX5,IL2RA,-0.00634460159146212,0.0,0.0
RORC,IL2RA,-0.00392909058056448,0.0,0.315
SETDB1,IL2RA,0.00237167228099782,0.0,0.361
SON,IL2RA,-0.00117009319360415,0.0,0.3265
SP110,IL2RA,0.000231867861405578,0.0,0.3645
SREBF1,IL2RA,-0.00271197725687293,0.0,0.049
STAT1,IL2RA,0.0129074838953167,0.0,0.0
STAT2,IL2RA,-0.000225956500055193,0.0,0.358
STAT3,IL2RA,-0.0134350550440403,0.0,0.0
STAT5A,IL2RA,0.041366639937233,0.0,0.0
STAT5B,IL2RA,0.102133152534802,1.0,0.0
TBX21,IL2RA,0.00624573536435643,0.0,0.0
TCF3,IL2RA,0.00850592353920641,0.0,0.0
TET2,IL2RA,0.0127864907018597,0.0,0.0
TNFAIP3,IL2RA,-0.0707734116388868,1.0,0.0
TP53,IL2RA,0.008532276789084,0.0,0.0
TTF1,IL2RA,-0.00248950270828171,0.0,0.315
YBX1,IL2RA,0.0225408094556463,0.0,0.0
YBX3,IL2RA,-0.00938341695481855,0.0,0.0
YY1,IL2RA,0.00471484796481313,0.0,0.0
ZBTB14,IL2RA,0.00996531279814166,0.0,0.0
ZBTB24,IL2RA,-0.00438789860045384,0.0,0.0
ZFP3,IL2RA,0.00217671248961786,0.0,0.358
ZKSCAN1,IL2RA,0.00771431115271397,0.0,0.0
ZNF217,IL2RA,-0.0184025911013799,0.0,0.0
ZNF319,IL2RA,0.00628996237835317,0.0,0.0
ZNF329,IL2RA,-0.00320357901963885,0.0,0.046
ZNF331,IL2RA,0.00700415018179048,0.0,0.0
ZNF341,IL2RA,-0.00291305391905729,0.0,0.0
ZNF575,IL2RA,0.00176498943043564,0.0,0.3185
ZNF655,IL2RA,0.00110684768092137,0.0,0.373
ZNF708,IL2RA,-0.00449864879032871,0.0,0.0
ZNF791,IL2RA,0.0201288008308325,0.0,0.0
AIRE,IRF1,-0.00705305928303845,0.0,0.0
AKAP8,IRF1,-0.00623808596961012,0.0,0.0
ARID5A,IRF1,-0.00511157461718453,0.0,0.003
ATMIN,IRF1,0.00199551200149588,0.0,0.0005
ATXN7L3,IRF1,0.022917220576836,0.0,0.0
BACH2,IRF1,0.0025873258302424,0.0,0.3725
BCL11B,IRF1,0.00819067510745014,0.0,0.0
BPTF,IRF1,0.0101095740901131,0.0,0.0
CBFB,IRF1,-0.0914127048879377,1.0,0.0
CLOCK,IRF1,0.00201775899660556,0.0,0.0005
DR1,IRF1,-0.0110383320927402,0.0,0.0
EGR3,IRF1,0.00843602779395725,0.0,0.0
ELK4,IRF1,1.99846634109054e-05,0.0,0.37
EPAS1,IRF1,0.0107527673999935,0.0,0.0
ETS1,IRF1,0.0263087721613043,0.0,0.0
FOXK1,IRF1,0.0165617433670509,0.0,0.0
FOXP1,IRF1,0.00897462112065477,0.0,0.0
FOXP3,IRF1,0.0111560675399411,0.0,0.0
GATA3,IRF1,-0.000541811647320644,0.0,0.3235
GFI1,IRF1,-0.00146816222260251,0.0,0.364
HIVEP2,IRF1,0.00607132826442154,0.0,0.0
HIVEP3,IRF1,-0.00302997617875111,0.0,0.3185
IKZF1,IRF1,-0.0057415292816742,0.0,0.0
IL2RA,IRF1,-0.00894268032726897,0.0,0.0
IRF2,IRF1,8.78477699948311e-05,0.0,0.3185
IRF3,IRF1,0.00254723662486549,0.0,0.0035
IRF4,IRF1,-0.0295236397051142,0.0,0.0
IRF7,IRF1,0.00714950155927647,0.0,0.0
IRF8,IRF1,0.00438769341082458,0.0,0.0035
IRF9,IRF1,0.00239542765342883,0.0,0.0465
JAK3,IRF1,-0.000391481502429534,0.0,0.318
KLF2,IRF1,0.0477741791758981,0.0,0.0
KLF9,IRF1,-0.004493463931846,0.0,0.3235
KMT2A,IRF1,-0.00272764457789517,0.0,0.0
LCOR,IRF1,0.00186319349150579,0.0,0.3265
MBD2,IRF1,0.00351641520653808,0.0,0.046
MED12,IRF1,0.0205297228374444,0.0,0.0
MYB,IRF1,0.0646546781005186,1.0,0.0
MYSM1,IRF1,4.51301906488565e-06,0.0,0.358
NFAT5,IRF1,-0.000295661967279009,0.0,0.312
NFE2L2,IRF1,0.0040500218165916,0.0,0.312
NFE2L3,IRF1,-0.00681897688117781,0.0,0.0
NFKB1,IRF1,0.0141096731891139,0.0,0.0
NFKB2,IRF1,0.0182632023509764,0.0,0.0
POU2F1,IRF1,0.00810261999648387,0.0,0.0035
PTEN,IRF1,0.0195975388781601,0.0,0.0
RBCK1,IRF1,-0.00165328450803414,0.0,0.312
REL,IRF1,0.00129341944202009,0.0,0.315
RELA,IRF1,0.0121521221214125,0.0,0.0
RELB,IRF1,-0.00440000950491225,0.0,0.361
RFX5,IRF1,0.00145252567358626,0.0,0.0495
RORC,IRF1,0.00651335413277973,0.0,0.0
SETDB1,IRF1,-0.0033678619581704,0.0,0.324
SON,IRF1,-0.000217979373429036,0.0,0.37
SP110,IRF1,0.00201483875184727,0.0,0.324
SREBF1,IRF1,-0.00574947855330807,0.0,0.0
STAT1,IRF1,0.059318849974841,1.0,0.0
STAT2,IRF1,-0.00749922757848422,0.0,0.0
STAT3,IRF1,0.000911827372955563,0.0,0.3185
STAT5A,IRF1,-0.00778637042372908,0.0,0.0
STAT5B,IRF1,-0.0188254490682083,0.0,0.0
TBX21,IRF1,-0.0198904748884541,0.0,0.0
TCF3,IRF1,-0.00385977720174632,0.0,0.0
TET2,IRF1,0.00449486257206802,0.0,0.0
TNFAIP3,IRF1,-0.00980951238282298,0.0,0.0
TP53,IRF1,0.000637369830128087,0.0,0.3235
TTF1,IRF1,-0.00625780541624428,0.0,0.003
YBX1,IRF1,-0.0108877189107022,0.0,0.0
YBX3,IRF1,-0.0044866613300642,0.0,0.0495
YY1,IRF1,0.00428428759374734,0.0,0.315
ZBTB14,IRF1,-0.00494709648677838,0.0,0.003
ZBTB24,IRF1,0.00347969286627232,0.0,0.0035
ZFP3,IRF1,-0.00896029191204505,0.0,0.0
ZKSCAN1,IRF1,4.41045396568524e-05,0.0,0.3725
ZNF217,IRF1,0.00891079948905388,0.0,0.0
ZNF319,IRF1,-0.00543244643812817,0.0,0.0
ZNF329,IRF1,0.00442755484557812,0.0,0.0
ZNF331,IRF1,0.00268204921543915,0.0,0.3695
ZNF341,IRF1,-0.00154573988611073,0.0,0.3235
ZNF575,IRF1,0.00207216242886878,0.0,0.312
ZNF655,IRF1,0.0060170051479498,0.0,0.0005
ZNF708,IRF1,0.00332329922420682,0.0,0.37
ZNF791,IRF1,0.00133729906759016,0.0,0.315
AIRE,IRF2,-0.00800528770990846,0.0,0.0
AKAP8,IRF2,-0.00523908359993744,0.0,0.0
ARID5A,IRF2,0.00273554504421715,0.0,0.373
ATMIN,IRF2,0.00413208899929382,0.0,0.0
ATXN7L3,IRF2,0.0213703611513427,0.0,0.0
BACH2,IRF2,-0.00264954625291897,0.0,0.0
BCL11B,IRF2,0.000868459442404588,0.0,0.315
BPTF,IRF2,-0.0046038186410912,0.0,0.0
CBFB,IRF2,-0.0410146983481277,0.0,0.0
CLOCK,IRF2,0.00953831975631773,0.0,0.0
DR1,IRF2,-1.14198431584931e-06,0.0,0.318
EGR3,IRF2,0.0104125020316288,0.0,0.0
ELK4,IRF2,0.00191778092279117,0.0,0.0035
EPAS1,IRF2,0.00263973772680903,0.0,0.0
ETS1,IRF2,-0.0126627667959768,0.0,0.0
FOXK1,IRF2,-0.00220607270495029,0.0,0.0
FOXP1,IRF2,-0.000977927953998767,0.0,0.003
FOXP3,IRF2,0.00619973258386401,0.0,0.0
GATA3,IRF2,-0.00411707789515196,0.0,0.003
GFI1,IRF2,0.00801961424278726,0.0,0.0
HIVEP2,IRF2,0.000458616936408463,0.0,0.3125
HIVEP3,IRF2,0.00366798345368177,0.0,0.0
IKZF1,IRF2,0.00380664647304843,0.0,0.0005
IL2RA,IRF2,-0.00377536219113192,0.0,0.0005
IRF1,IRF2,0.0241976329026327,0.0,0.0
IRF3,IRF2,0.00282997996676128,0.0,0.3265
IRF4,IRF2,0.00216019664136401,0.0,0.0
IRF7,IRF2,0.00469637890831208,0.0,0.046
IRF8,IRF2,-0.00299903011530352,0.0,0.046
IRF9,IRF2,0.000162005359034012,0.0,0.3235
JAK3,IRF2,-0.00174089278783008,0.0,0.361
KLF2,IRF2,-0.00164491701817587,0.0,0.37
KLF9,IRF2,0.00879273718767818,0.0,0.0
KMT2A,IRF2,0.00332726208084562,0.0,0.0
LCOR,IRF2,-0.0018504746201711,0.0,0.0005
MBD2,IRF2,-0.00807699402791013,0.0,0.0
MED12,IRF2,-0.000662032518742634,0.0,0.3645
MYB,IRF2,0.0170102310989242,0.0,0.0
MYSM1,IRF2,-0.00424327859653055,0.0,0.312
NFAT5,IRF2,-0.00211381744568524,0.0,0.3155
NFE2L2,IRF2,0.00590024238759851,0.0,0.0
NFE2L3,IRF2,0.00921224857650324,0.0,0.0
NFKB1,IRF2,0.015610705857817,0.0,0.0
NFKB2,IRF2,-0.000729007922509166,0.0,0.0495
POU2F1,IRF2,0.00143548026891137,0.0,0.0
PTEN,IRF2,0.0139607757373602,0.0,0.0
RBCK1,IRF2,0.00535885466290324,0.0,0.0
REL,IRF2,-0.00748467333563554,0.0,0.0
RELA,IRF2,0.00764815257322262,0.0,0.0
RELB,IRF2,0.00959208861785571,0.0,0.0
RFX5,IRF2,0.00500289593548481,0.0,0.0
RORC,IRF2,-0.000723695979259889,0.0,0.003
SETDB1,IRF2,0.00431875898817223,0.0,0.0
SON,IRF2,0.00089201300356115,0.0,0.361
SP110,IRF2,0.00677971733787147,0.0,0.0
SREBF1,IRF2,0.00302345766751728,0.0,0.0465
STAT1,IRF2,0.0502361564475616,0.6815,0.0
STAT2,IRF2,0.00690459066344104,0.0,0.0
STAT3,IRF2,0.0122446198876045,0.0,0.0
STAT5A,IRF2,-0.011904514473448,0.0,0.0
STAT5B,IRF2,-0.00927612323169244,0.0,0.0
TBX21,IRF2,-0.019776831963128,0.0,0.0
TCF3,IRF2,0.00874914125597935,0.0,0.0
TET2,IRF2,0.00325979845302696,0.0,0.0
TNFAIP3,IRF2,0.0046207424182405,0.0,0.0
TP53,IRF2,0.0109231664605318,0.0,0.0
TTF1,IRF2,0.00127464681105995,0.0,0.3155
YBX1,IRF2,0.00340212389992959,0.0,0.0
YBX3,IRF2,0.0120712690935131,0.0,0.0
YY1,IRF2,0.00212500341834658,0.0,0.312
ZBTB14,IRF2,0.0074020353595731,0.0,0.0
ZBTB24,IRF2,0.00191052456879752,0.0,0.0
ZFP3,IRF2,0.00962372332779892,0.0,0.0
ZKSCAN1,IRF2,-0.0124539320358527,0.0,0.0
ZNF217,IRF2,-0.000943366792265255,0.0,0.0
ZNF319,IRF2,0.0038006878780548,0.0,0.003
ZNF329,IRF2,0.00484955720421962,0.0,0.046
ZNF331,IRF2,-0.00212776223713123,0.0,0.0005
ZNF341,IRF2,-0.00402578421057655,0.0,0.0
ZNF575,IRF2,0.00186819016257648,0.0,0.3265
ZNF655,IRF2,0.00607665099053631,0.0,0.0005
ZNF708,IRF2,0.00300322156154598,0.0,0.003
ZNF791,IRF2,0.0025777063385709,0.0,0.312
AIRE,IRF3,-0.00960435795209037,0.0,0.0
AKAP8,IRF3,-0.00146246715274922,0.0,0.3615
ARID5A,IRF3,-0.00737353132763867,0.0,0.0
ATMIN,IRF3,-0.00550980761153368,0.0,0.0
ATXN7L3,IRF3,0.0051941584429057,0.0,0.0
BACH2,IRF3,0.00780738920238459,0.0,0.0
BCL11B,IRF3,0.0100118097046066,0.0,0.0
BPTF,IRF3,-0.00802784174291274,0.0,0.0
CBFB,IRF3,-0.0129029962732892,0.0,0.0
CLOCK,IRF3,0.00275471084351557,0.0,0.3265
DR1,IRF3,0.00766234792642477,0.0,0.0
EGR3,IRF3,-0.000372242637223957,0.0,0.3185
ELK4,IRF3,-0.0119614900524569,0.0,0.0
EPAS1,IRF3,0.00711616313186562,0.0,0.0
ETS1,IRF3,-0.020072237543646,0.0,0.0
FOXK1,IRF3,0.00175865415182797,0.0,0.327
FOXP1,IRF3,0.00193372880704829,0.0,0.312
FOXP3,IRF3,-0.00416746531870111,0.0,0.318
GATA3,IRF3,0.00457939767114601,0.0,0.0
GFI1,IRF3,0.00738521926769922,0.0,0.0
HIVEP2,IRF3,-0.00354706892624367,0.0,0.0005
HIVEP3,IRF3,-0.00668071364281778,0.0,0.0
IKZF1,IRF3,-0.0127624004076909,0.0,0.0
IL2RA,IRF3,-0.00762400811949755,0.0,0.0
IRF1,IRF3,-0.000785386137010006,0.0,0.3725
IRF2,IRF3,-0.00161615512498511,0.0,0.3695
IRF4,IRF3,0.00198514570070789,0.0,0.318
IRF7,IRF3,-0.0039862204182587,0.0,0.0
IRF8,IRF3,0.00180233471203974,0.0,0.0
IRF9,IRF3,-0.00640807326673197,0.0,0.0
JAK3,IRF3,-0.0125305277322442,0.0,0.0
KLF2,IRF3,0.00495618289312579,0.0,0.0
KLF9,IRF3,-0.00469458442110961,0.0,0.0
KMT2A,IRF3,0.00788544028921384,0.0,0.0
LCOR,IRF3,0.00665026831507476,0.0,0.0
MBD2,IRF3,-0.00792122815888021,0.0,0.0
MED12,IRF3,0.000300288284315437,0.0,0.324
MYB,IRF3,0.0197704719979093,0.0,0.0
MYSM1,IRF3,-0.00462860672626475,0.0,0.0
NFAT5,IRF3,-0.00120333538020142,0.0,0.358
NFE2L2,IRF3,-0.00169621718656678,0.0,0.3125
NFE2L3,IRF3,0.00661960528542797,0.0,0.046
NFKB1,IRF3,0.00172940103006737,0.0,0.312
NFKB2,IRF3,0.0179461671124574,0.0,0.0
POU2F1,IRF3,-0.00308745464204634,0.0,0.003
PTEN,IRF3,-0.000493942244067041,0.0,0.0
RBCK1,IRF3,0.00416792507345548,0.0,0.0005
REL,IRF3,-0.00610914690794083,0.0,0.0
RELA,IRF3,0.00527809294576459,0.0,0.0005
RELB,IRF3,-0.0172859403187605,0.0,0.0
RFX5,IRF3,0.00642342951181848,0.0,0.0
RORC,IRF3,-0.00118970189800646,0.0,0.364
SETDB1,IRF3,-0.00655042780825477,0.0,0.0035
SON,IRF3,-0.0048176178003944,0.0,0.0005
SP110,IRF3,0.00118547872856312,0.0,0.3155
SREBF1,IRF3,-0.000237884776074291,0.0,0.3235
STAT1,IRF3,-0.00139691084580401,0.0,0.312
STAT2,IRF3,0.00252678664772617,0.0,0.0
STAT3,IRF3,0.000989798870401257,0.0,0.312
STAT5A,IRF3,-0.0120668430089357,0.0,0.0
